DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230717209,11/16/2023 0:00,11/13/2023 0:00,430,7,Wilshire,778,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 0342,30,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1800    12TH                         AV,,34.0412,-118.3279
230717148,11/14/2023 0:00,11/13/2023 0:00,2000,7,Wilshire,758,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,38,F,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,1100 S  PLYMOUTH                     BL,,34.0527,-118.3283
230717095,11/13/2023 0:00,11/13/2023 0:00,1443,7,Wilshire,736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
231819299,11/13/2023 0:00,11/13/2023 0:00,510,18,Southeast,1841,1,330,BURGLARY FROM VEHICLE,0329 0344 1307 0358 1302,26,M,H,101,STREET,,,IC,Invest Cont,330,,,,W  109TH                        PL,DENVER                       AV,33.9365,-118.2848
230717043,11/13/2023 0:00,11/13/2023 0:00,230,7,Wilshire,765,1,330,BURGLARY FROM VEHICLE,0344 1822 1309 0385,29,F,A,101,STREET,,,IC,Invest Cont,330,,,,1200 S  TREMAINE                     AV,,34.0531,-118.3391
230123961,11/13/2023 0:00,11/13/2023 0:00,1955,1,Central,132,2,624,BATTERY - SIMPLE ASSAULT,1218 0910 1822 0340 0416 2050 0371 0301 2052,53,M,H,135,MTA PROPERTY OR PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 S  HOPE                         ST,,34.0549,-118.2511
230124033,11/14/2023 0:00,11/13/2023 0:00,2348,1,Central,132,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,24,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,200 S  FIGUEROA                     ST,,34.0566,-118.2531
231916601,11/13/2023 0:00,11/13/2023 0:00,1950,19,Mission,1994,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,14600    ROSCOE                       BL,,34.2215,-118.4507
230617800,11/14/2023 0:00,11/13/2023 0:00,1800,6,Hollywood,636,1,330,BURGLARY FROM VEHICLE,1300 1822 1609 0329 0344,53,M,W,101,STREET,,,IC,Invest Cont,330,,,,WHITLEY,YUCCA,34.1034,-118.3334
232116420,11/13/2023 0:00,11/13/2023 0:00,1730,21,Topanga,2175,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0400 0429 0913,68,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,22300    DOLOROSA                     ST,,34.1704,-118.6125
231115784,11/13/2023 0:00,11/13/2023 0:00,1640,11,Northeast,1123,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0329,50,F,H,101,STREET,,,IC,Invest Cont,745,,,,MEDIA CENTER                 DR,SAN FERNANDO,34.1207,-118.2641
231420336,11/14/2023 0:00,11/13/2023 0:00,1215,14,Pacific,1483,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032,34,F,O,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,341,,,,7400    MANCHESTER                   AV,,33.9597,-118.4285
230916360,11/15/2023 0:00,11/13/2023 0:00,1700,9,Van Nuys,914,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,33,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,6800    KESTER                       AV,,34.1939,-118.4574
231614003,11/13/2023 0:00,11/13/2023 0:00,1206,16,Foothill,1689,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,20,M,H,202,LIQUOR STORE,,,IC,Invest Cont,442,,,,8200    SAN FERNANDO                 RD,,34.2194,-118.3688
231916594,11/13/2023 0:00,11/13/2023 0:00,1450,19,Mission,1993,2,624,BATTERY - SIMPLE ASSAULT,0416 1810 0913,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8000    WISNER                       AV,,34.2166,-118.4627
230816842,11/13/2023 0:00,11/13/2023 0:00,2245,8,West LA,889,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0446,34,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,624,,,,1900    LA CIENEGA                   BL,,34.0425,-118.3818
231320564,11/14/2023 0:00,11/13/2023 0:00,1700,13,Newton,1363,1,210,ROBBERY,0446 1309 1202 0202 0344 0416 1822 0390,65,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,CENTRAL                      AV,49TH                         ST,33.9993,-118.2565
231819334,11/13/2023 0:00,11/13/2023 0:00,1323,18,Southeast,1836,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0344 0361 0603 1202,65,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1500 E  109TH                        ST,,33.9368,-118.248
232116544,11/16/2023 0:00,11/13/2023 0:00,1500,21,Topanga,2103,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,62,M,O,101,STREET,,,IC,Invest Cont,331,,,,22000    PARTHENIA                    ST,,34.2282,-118.606
230816852,11/13/2023 0:00,11/13/2023 0:00,2130,8,West LA,813,2,888,TRESPASSING,1501,26,F,H,503,HOTEL,,,IC,Invest Cont,888,,,,11400 W  SUNSET                       BL,,34.0738,-118.4768
230515743,11/13/2023 0:00,11/13/2023 0:00,1,5,Harbor,525,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500 N  NEPTUNE                      AV,,33.7753,-118.2686
231420214,11/14/2023 0:00,11/13/2023 0:00,1000,14,Pacific,1457,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,HAVELOCK                     AV,INGLEWOOD                    BL,33.9904,-118.413
230816868,11/13/2023 0:00,11/13/2023 0:00,1326,8,West LA,881,1,480,BIKE - STOLEN,344,33,M,W,717,HEALTH SPA/GYM,,,IC,Invest Cont,480,,,,1900 S  BUNDY                        DR,,34.0353,-118.4571
231717555,11/13/2023 0:00,11/13/2023 0:00,600,17,Devonshire,1787,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,HALSTED                      ST,WHITE OAK                    AV,34.245,-118.5199
231717631,11/16/2023 0:00,11/13/2023 0:00,1800,17,Devonshire,1777,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0903 2054 1539 2000 0401 0400 1814 0913,22,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,16300    PLUMMER                      ST,,34.2429,-118.4881
230220931,11/13/2023 0:00,11/13/2023 0:00,2115,2,Rampart,238,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0400 0416 0446,37,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,100    DOUGLAS                      ST,,34.0616,-118.2586
231223070,11/13/2023 0:00,11/13/2023 0:00,1750,12,77th Street,1235,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,52,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1400 W  58TH                         PL,,33.9883,-118.3002
231015838,11/13/2023 0:00,11/13/2023 0:00,942,10,West Valley,1077,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0216 0325 1420,0,M,W,403,DRUG STORE,,,IC,Invest Cont,442,,,,17300    VENTURA                      BL,,34.1608,-118.5098
230717298,11/13/2023 0:00,11/13/2023 0:00,1120,7,Wilshire,727,2,624,BATTERY - SIMPLE ASSAULT,0216 0416 0446 1822 2049 2051,33,M,W,801,MTA BUS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3RD                          ST,HIGHLAND                     AV,34.0689,-118.3385
231916610,11/14/2023 0:00,11/13/2023 0:00,2200,19,Mission,1994,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0448 0432 0408 1814,48,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,14800    ROSCOE                       BL,,34.2215,-118.4553
232116414,11/13/2023 0:00,11/13/2023 0:00,855,21,Topanga,2169,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448 0400,35,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,5800    WINNETKA                     AV,,34.1758,-118.571
231223102,11/13/2023 0:00,11/13/2023 0:00,1745,12,77th Street,1231,2,900,VIOLATION OF COURT ORDER,913,31,M,B,723,PRIVATE SCHOOL/PRESCHOOL,,,IC,Invest Cont,900,,,,4000 W  SLAUSON                      AV,,33.9889,-118.344
231916634,11/14/2023 0:00,11/13/2023 0:00,1200,19,Mission,1912,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1602 0344 0397,48,M,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,341,,,,16100    YARNELL                      ST,,34.3196,-118.4797
232017887,11/13/2023 0:00,11/13/2023 0:00,1015,20,Olympic,2081,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0368 0411 0416 0554 0913 2024 0447,18,M,H,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,JA,Juv Arrest,230,,,,1800 S  GRAMERCY                     PL,,34.0408,-118.313
230515915,11/17/2023 0:00,11/13/2023 0:00,1930,5,Harbor,565,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 W  9TH                          ST,,33.7361,-118.2902
230617813,11/13/2023 0:00,11/13/2023 0:00,1652,6,Hollywood,645,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2004 0344 0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,7000    HOLLYWOOD                    BL,,34.1015,-118.3417
231517600,11/15/2023 0:00,11/13/2023 0:00,400,15,N Hollywood,1569,1,310,BURGLARY,1822 1609 0329 0342,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,10500    RIVERSIDE                    DR,,34.1522,-118.3593
230220897,11/13/2023 0:00,11/13/2023 0:00,900,2,Rampart,265,1,210,ROBBERY,1822 0342 0344,39,M,W,101,STREET,304,CLUB/BAT,IC,Invest Cont,210,,,,ALVARADO,8TH,34.0549,-118.2778
230617793,11/14/2023 0:00,11/13/2023 0:00,1930,6,Hollywood,666,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,SUNSET,FWY 101,34.0944,-118.3277
230220913,11/13/2023 0:00,11/13/2023 0:00,1330,2,Rampart,246,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,400 S  WESTLAKE                     AV,,34.0608,-118.2726
231916583,11/13/2023 0:00,11/13/2023 0:00,1230,19,Mission,1967,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,62,M,H,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,AA,Adult Arrest,740,,,,13800    OSBORNE                      ST,,34.2416,-118.4371
